source_path,source_type,target_path,target_type,relation_type,confidence,current_context,recommendation,reason,risk,suggested_action,responsible_agent,requires_manual_review,status_onda1,reason_onda1,applied_at,backup_path
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,04 - Gestão/Equipe.md,classificação incerta,GENÉRICA,0.55,Áreas de trabalho,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,04 - Gestão/Daily e Weekly.md,reunião,GENÉRICA,0.55,Áreas de trabalho,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,19 - Reuniões/00 - Índice de Reuniões.md,índice,GENÉRICA,0.55,Áreas de trabalho,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,05 - Processo Seletivo/Mensagens candidatos.md,processo,GENÉRICA,0.55,Áreas de trabalho,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,06 - Relatórios/Modelos coordenação.md,template,GENÉRICA,0.55,Áreas de trabalho,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,08 - Codex/Prompt Mestre.md,classificação incerta,NAVEGAÇÃO,0.82,Áreas de trabalho,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,08 - Codex/Prompt de Inicialização.md,classificação incerta,NAVEGAÇÃO,0.82,Áreas de trabalho,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,08 - Codex/Contexto do Trabalho.md,classificação incerta,NAVEGAÇÃO,0.82,Áreas de trabalho,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,08 - Codex/Regras do Codex.md,classificação incerta,NAVEGAÇÃO,0.82,Áreas de trabalho,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,14 - Histórico Codex/Checkpoint Atual.md,checkpoint,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,14 - Histórico Codex/Sessões/2026-07-02.md,histórico,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/README.md,processo,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Modo Tutorial StayCloud.md,tutorial,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,16 - Estudos e Ferramentas/ECC/Diagnóstico - ECC.md,estudo,GENÉRICA,0.55,Estado atual,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/05 - Inteligência do Cérebro/README.md,processo,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/06 - Auditorias de Governança/README.md,relatório,NAVEGAÇÃO,0.82,Estado atual,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,19 - Reuniões/02 - Reuniões Formatadas/Weeklies/Weekly - Suporte - 2026-08-03 - 16-18.md,reunião,GENÉRICA,0.55,Próxima ação recomendada,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,00 - Mapas/MOC - Codex.md,MOC ou mapa,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/README.md,processo,REDUNDANTE,0.95,Atalhos principais,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Mapa de Agentes.md,MOC ou mapa,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Governança do Viny Brain.md,agente,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Mapa de Workflows.md,MOC ou mapa,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Auditar Governança do Viny Brain.md,workflow,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Atalhos principais,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,19 - Reuniões/00 - Índice de Reuniões.md,índice,GENÉRICA,0.55,Atalhos principais,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,REDUNDANTE,0.95,Atalhos principais,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.82,Atalhos principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Formatar Reunião de Suporte.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Criar Tutorial StayCloud.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Revisar Tutorial StayCloud.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Importar Playbooks.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Auditar Playbooks.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Criar Relatório.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Revisar Texto.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Fechamento de Sessão.md,histórico,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Auditar Contexto.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Quality Gate - Validar Entrega.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Revisão de Segurança.md,workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Extrair Aprendizados da Sessão.md,histórico,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,"17 - Viny Flow/02 - Workflows/Auditar Skills, Agents e Workflows.md",workflow,NAVEGAÇÃO,0.82,Workflows principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/05 - Inteligência do Cérebro/README.md,processo,REDUNDANTE,0.95,Inteligência do Cérebro,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/05 - Inteligência do Cérebro/02 - Mapa de Métodos.md,MOC ou mapa,NAVEGAÇÃO,0.82,Inteligência do Cérebro,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/05 - Inteligência do Cérebro/11 - Backlog de Melhorias do Cérebro.md,demanda,NAVEGAÇÃO,0.82,Inteligência do Cérebro,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,18 - Integrações/README.md,integração,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,18 - Integrações/API/README.md,integração,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Enviar Demanda para ClickUp.md,workflow,NAVEGAÇÃO,0.82,Integrações,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Registrar Reunião no Notion.md,workflow,NAVEGAÇÃO,0.82,Integrações,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Transformar Reunião em Demandas.md,workflow,NAVEGAÇÃO,0.82,Integrações,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Sincronizar Decisões Operacionais.md,workflow,NAVEGAÇÃO,0.82,Integrações,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Auditar Integrações.md,workflow,NAVEGAÇÃO,0.82,Integrações,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Base de Conhecimento.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Auditor.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Segurança.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Redator.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Memoria e Checkpoint.md,checkpoint,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Tutorial StayCloud.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente SEO Rank Math.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Visual e Prints.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente UI UX Experience.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente WordPress.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Relatorios.md,agente,NAVEGAÇÃO,0.82,Agentes ativos,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
